id,name
Q310757,Ruđer Josip Bošković,Croat physicist,+1711-05-18T00:00:00Z,+1787-02-13T00:00:00Z
Q1271901,Yan Shigu,Chinese linguist,+0581-01-01T00:00:00Z,+0645-01-01T00:00:00Z
Q30308523,Rapé,,+1972-08-20T00:00:00Z,
Q6015614,Miguel Ángel García-Sánchez,Spanish poet and writer,+1966-06-05T00:00:00Z,
Q1173590,David Malet Armstrong,Australian philosopher (1926-2014),+1926-07-08T00:00:00Z,+2014-05-13T00:00:00Z
Q6536301,Lewis Baumer,caricaturist (1870-1963),+1870-08-08T00:00:00Z,+1963-10-25T00:00:00Z
Q51989,Johann Gottfried Schadow,German sculptor (1764-1850),+1764-05-20T00:00:00Z,+1850-01-27T00:00:00Z
Q21394358,Lourdes M.A. Elmoor-Loureiro,Brazilian carcinologist,,
Q466093,Constantin-François Chassebœuf,"French philosopher, historian, orientalist, and politician (1757-1820)",+1757-02-03T00:00:00Z,+1820-04-25T00:00:00Z
Q3538774,Triboulet,French jester,+1479-00-00T00:00:00Z,+1536-00-00T00:00:00Z
Q16194829,Glynis Sweeny,illustrator,+1962-01-01T00:00:00Z,
Q77012,Heinrich Rickert,German philosopher (1863-1936),+1863-05-25T00:00:00Z,+1936-07-25T00:00:00Z
Q106039415,Wei Shijie,,+1941-08-00T00:00:00Z,
Q120769152,Jack Quayle,Australian cartoonist and caricaturist,+1899-10-03T00:00:00Z,+1982-05-10T00:00:00Z
Q21340146,Ching I Peng,botanist (1950-2018),+1950-01-01T00:00:00Z,+2018-05-01T00:00:00Z
Q11692949,Miquel Ferreres i Duran,Spanish caricaturist,+1949-00-00T00:00:00Z,
Q23304140,Fernando Cabezas,Spanish caricaturist and journalist,+1952-12-20T00:00:00Z,
Q16473158,Lluís Vicens i Mestre,,+1904-00-00T00:00:00Z,+1983-00-00T00:00:00Z
Q709174,Ahn Bang-jun,Korean general (1573-1654),+1573-07-20T00:00:00Z,+1654-11-13T00:00:00Z
Q113676155,Béla Boros,"Hungarian graphic artist, publicity graphist and caricaturist (1942–2010)",+1942-11-26T00:00:00Z,+2010-07-19T00:00:00Z
Q80612,Anaximenes of Miletus,Greek Ionian Pre-Socratic philosopher (c.586–c.526 BC),-0585-00-00T00:00:00Z,-0525-00-00T00:00:00Z
Q95143504,Břetislav Straka,,+1931-11-28T00:00:00Z,+1983-08-24T00:00:00Z
Q106635704,Brian Lang,"1958-2017 NM Department of Game & Fish wildlife biologist and invertebrate species specialist, taxonomist",+1958-01-29T00:00:00Z,
Q5296942,Donyo Donev,Bulgarian caricaturist (1929-2007),+1929-06-27T00:00:00Z,+2007-11-28T00:00:00Z
Q55672455,Ernest Morel,,+1854-10-04T00:00:00Z,+1918-05-16T00:00:00Z
Q2957692,Françoise Pichard,French cartoonist,+1941-11-02T00:00:00Z,
Q5654859,Abel Alarcón,"Bolivian politician, intellectual and writer (1881-1954)",+1881-10-10T00:00:00Z,+1954-10-20T00:00:00Z
Q1085525,Christoph Menke,German philosopher,+1958-11-22T00:00:00Z,
Q1370176,Estiphan Panoussi,American philosopher,+1935-09-11T00:00:00Z,
Q1443884,Frank King,American cartoonist,+1883-04-09T00:00:00Z,+1969-06-24T00:00:00Z
Q108561565,Faraj Allah Saleh Dib,"Lebanese writer, author and journalist",+1943-00-00T00:00:00Z,+2022-07-15T00:00:00Z
Q352573,Marius Nizolius,Italian academic,+1488-03-05T00:00:00Z,+1567-06-05T00:00:00Z
Q112535571,Paco Medina,,+1983-00-00T00:00:00Z,
Q456188,Muhammad Shahrur,مجدد,+1938-01-01T00:00:00Z,+2019-12-21T00:00:00Z
Q97641,Otto Friedrich Gruppe,German poet and philosopher (1804-1876),+1804-04-15T00:00:00Z,+1876-01-07T00:00:00Z
Q601364,Antonio Caso,Mexican philosopher,+1883-12-19T00:00:00Z,+1946-03-06T00:00:00Z
Q6299378,Juan Carlos Quintero Herencia,"Poet, writer",+1963-01-01T00:00:00Z,
Q109180,Wolfgang Herrndorf,"German novelist, painter, and illustrator (1965-2013)",+1965-06-12T00:00:00Z,+2013-08-26T00:00:00Z
Q121334703,Maeda Natsukage,,+1793-00-00T00:00:00Z,+1864-09-26T00:00:00Z
Q12177983,Abu Dolamah,Iraqi poet,+0800-00-00T00:00:00Z,+0160-00-00T00:00:00Z
Q1396130,Luc Thériault,Canadian politician,+1960-01-31T00:00:00Z,
Q112438534,Huoping Chen,,,+1990-00-00T00:00:00Z
Q6014183,Miguel Cruchaga Belaúnde,Peruvian architect,+1940-00-00T00:00:00Z,
Q41806280,Aleksandŭr Dobrinov,,+1898-08-29T00:00:00Z,+1958-09-20T00:00:00Z
Q452299,Amadou Hampâté Bâ,"Malian writer, historian and ethnologist",+1900-00-00T00:00:00Z,+1991-05-15T00:00:00Z
Q518757,André Geerts,writer,+1955-12-18T00:00:00Z,+2010-07-27T00:00:00Z
Q96242461,Benedykt Sokolnicki,,+1685-01-01T00:00:00Z,+1774-02-15T00:00:00Z
Q6822948,Fārūq Mawāsī,Palestinian poet,+1941-10-11T00:00:00Z,+2020-06-26T00:00:00Z
Q344599,Anton Mahnič,Slovenian bishop,+1850-09-14T00:00:00Z,+1920-12-14T00:00:00Z
Q1683995,Jason Stanley,American philosopher,+1969-10-12T00:00:00Z,
Q75795,Adolf Zeising,german psychologist and writer,+1810-09-24T00:00:00Z,+1876-04-27T00:00:00Z
Q466050,Heinrich Kley,German artist (1863-1945),+1863-04-15T00:00:00Z,+1945-02-08T00:00:00Z
Q56824721,William Robert Ochieng’,Kenyan educator and public intellectual,+1943-00-00T00:00:00Z,
Q2461041,Pardoes,"mascot, character of the Efteling Theme Park, The Netherland",+1989-00-00T00:00:00Z,
Q918655,Michael Hardt,American philosopher,+1960-01-01T00:00:00Z,
Q49496,Jean de La Fontaine,"French poet, fabulist and writer (1621–1695)",+1621-07-08T00:00:00Z,+1695-04-13T00:00:00Z
Q310002,François Fénelon,"French archbishop, theologian and writer (1651–1715)",+1651-08-06T00:00:00Z,+1715-01-07T00:00:00Z
Q112554737,Uģis Mežavilks,,+1929-00-00T00:00:00Z,+1998-00-00T00:00:00Z
Q1475830,Sergio Givone,Italian philosopher (1944-),+1944-06-11T00:00:00Z,
Q65665533,José Bada Panillo,,+1929-01-01T00:00:00Z,
Q94887956,Gurnell Charles Jennis,,+1874-00-00T00:00:00Z,+1943-00-00T00:00:00Z
Q53996721,Rolf Cyriax,"German literary editor, caricaturist and author",+1938-02-15T00:00:00Z,
Q11042559,Abdul Samie Abdullah,,+1916-10-25T00:00:00Z,+1986-00-00T00:00:00Z
Q17418645,Ross Ewen Beever,New Zealand mycologist and geneticist (1946-2010),+1946-01-03T00:00:00Z,+2010-06-03T00:00:00Z
Q117100553,Georgina Lee,British journalist and fact-checker,,
Q349485,Jules Allix,"feminist, socialist, and inventor linked to the Paris Commune (1818-1903)",+1818-09-09T00:00:00Z,+1903-09-01T00:00:00Z
Q333220,"Henry Brougham, 1st Baron Brougham and Vaux","English barrister, politician, and Lord Chancellor of Great Britain (1778-1868)",+1778-09-19T00:00:00Z,+1868-05-07T00:00:00Z
Q1792731,Kunz von der Rosen,,+1470-00-00T00:00:00Z,+1519-01-01T00:00:00Z
Q17385126,Ola Zweygbergk,,+1912-00-00T00:00:00Z,+2004-08-30T00:00:00Z
Q1592113,Goswin Karl Uphues,German philosopher (1841-1916),+1841-03-13T00:00:00Z,+1916-09-10T00:00:00Z
Q434331,B. H. Danser,Dutch botanist (1891-1943),+1891-05-24T00:00:00Z,+1943-10-18T00:00:00Z
Q26970925,Weal,French artist and writer,+1878-05-21T00:00:00Z,+1962-01-03T00:00:00Z
Q732025,Morris Janowitz,American sociologist,+1919-10-22T00:00:00Z,+1988-11-07T00:00:00Z
Q1971886,George Van Raemdonck,"comic artist, painter (1888-1966)",+1888-08-28T00:00:00Z,+1966-01-28T00:00:00Z
Q27978782,Wallace Hester,British artist,+1866-00-00T00:00:00Z,+1942-00-00T00:00:00Z
Q5240258,David Tacey,Australian academic,+1953-01-01T00:00:00Z,
Q307440,Abdul Rahman Munif,Saudi writer (1933-2004),+1933-05-29T00:00:00Z,+2004-01-24T00:00:00Z
Q3088960,José Cuatrecasas,Spanish-American pharmacist and botanist (1903–1996),+1903-03-19T00:00:00Z,+1996-05-24T00:00:00Z
Q14540696,Jerzy Srokowski,Polish actor,+1910-09-25T00:00:00Z,+1975-03-03T00:00:00Z
Q70193700,Daniele De Bernardin,Italian political analyst,,
Q30015846,Tomás Sancha Lengo,,+1880-00-00T00:00:00Z,+1905-05-12T00:00:00Z
Q1649541,Monsieur Chouchani,French rabbi (1895-1968),+1895-01-09T00:00:00Z,+1968-01-26T00:00:00Z
Q713144,Jerzy Prokopiuk,Polish anthroposophist,+1931-06-05T00:00:00Z,+2021-03-18T00:00:00Z
Q439903,Armand Călinescu,Romanian politician (1893-1939),+1893-06-04T00:00:00Z,+1939-09-21T00:00:00Z
Q27975333,Robert Wilmes,French Scout leader (1928-2018),+1928-07-07T00:00:00Z,+2018-11-07T00:00:00Z
Q63895,Paul Oskar Kristeller,German-American philosopher and art historian,+1905-05-22T00:00:00Z,+1999-06-07T00:00:00Z
Q444025,Peter Galison,American historian of science and physicist,+1955-01-01T00:00:00Z,
Q1541962,Graham Priest,"British philosopher, born 1948",+1948-01-01T00:00:00Z,
Q8198883,Andreu Dameson i Aspa,Spanish comics artist and caricaturist (1897-1967),+1897-09-17T00:00:00Z,+1967-04-11T00:00:00Z
Q115535281,Wikidata-tan,Fan Wiki-sisters and moe anthropomorphism of Wikidata,,
Q16900047,Steffen Kverneland,Norwegian illustrator and cartoonist,+1963-01-14T00:00:00Z,
Q12025514,Jiří Srb,"Czech actor, humorist, cartoonist and artist",+1919-11-01T00:00:00Z,+1980-06-01T00:00:00Z
Q6014195,Tuncay Akgün,Turkish caricaturist,+1962-01-01T00:00:00Z,
Q121666787,Diego Mullor,,+1881-11-22T00:00:00Z,+1958-10-15T00:00:00Z
Q23775987,DonkeyHotey,caricature artist,,
Q1427244,Johann Christoph Hoffbauer,German philosopher,+1766-05-19T00:00:00Z,+1827-08-04T00:00:00Z
Q1086671,Christopher Fynsk,American philosopher,+1952-08-30T00:00:00Z,
Q95225990,Rainer Karliczek,,+1940-00-00T00:00:00Z,
Q215031,Aron Gurwitsch,Lithuanian philosopher,+1901-01-17T00:00:00Z,+1973-06-25T00:00:00Z
Q1248569,Richard Faber,German sociologist and philosopher,+1943-06-06T00:00:00Z,
Q19802277,Ursula Canter,voor 1489-voor 1516,+1475-00-00T00:00:00Z,+1510-00-00T00:00:00Z
Q4695753,Ahmed Aref El-Zein,Muslim scholar,+1881-01-01T00:00:00Z,+1960-10-13T00:00:00Z
Q96240626,Afif Dimashqiya,"Lebanese linguist, researcher, academic and translator",+1931-10-08T00:00:00Z,+1996-11-10T00:00:00Z
Q343026,Yaşar Nuri Öztürk,Turkish philosopher,+1951-02-05T00:00:00Z,+2016-06-22T00:00:00Z
Q5934227,Jordi Bayarri,Spanish comics artist,+1972-00-00T00:00:00Z,
Q579194,John Major,Scottish philosopher,+1467-01-01T00:00:00Z,+1550-01-01T00:00:00Z
Q6033966,Uğur Gürsoy,,+1976-01-01T00:00:00Z,
Q3553650,Valentine Pasche,Swiss caricaturist,+1979-04-10T00:00:00Z,
Q71811,Bernhard Waldenfels,German philosopher,+1934-03-17T00:00:00Z,
Q1391733,Farag Foda,"Egyptian writer, professor, and human rights activist",+1945-08-20T00:00:00Z,+1992-06-08T00:00:00Z
Q17402571,Remigij Bratož,Slovene painter and violinist (1904-1977),+1904-02-10T00:00:00Z,+1977-10-28T00:00:00Z
Q124692,Andreas Weber,"German author, philosopher and biologist (*1967)",+1967-11-04T00:00:00Z,
Q101925,Eberhard Grisebach,German professor and art collector (1880-1945),+1880-02-27T00:00:00Z,+1945-07-16T00:00:00Z
Q8007152,William Cotton,"American portrait painter, caricaturist, and playwright (1880-1958)",+1880-07-22T00:00:00Z,+1958-01-05T00:00:00Z
Q119150621,Bernardino Vidarte Rivas,,+1910-09-18T00:00:00Z,+1981-04-16T00:00:00Z
Q767316,Giovanni Bovio,Italian philosopher and politician (1837-1903),+1837-02-06T00:00:00Z,+1903-04-15T00:00:00Z
Q3340877,Nicolas Wintz,,+1959-04-26T00:00:00Z,
Q629224,Alfred Grévin,French artist (1827-1892),+1827-01-28T00:00:00Z,+1892-05-05T00:00:00Z
Q24545758,Madis Ots,,+1977-01-01T00:00:00Z,
Q761368,August Gailit,Estonian writer,+1891-01-09T00:00:00Z,+1960-11-05T00:00:00Z
Q52148436,Frederick Arthur Crisp,genealogist (1851-1922),+1851-01-01T00:00:00Z,+1922-01-01T00:00:00Z
Q61911063,Antonín Václav Slavíček,Czech painter,+1895-01-01T00:00:00Z,+1938-10-27T00:00:00Z
Q1040900,Carl Vogl,German politician and theologian (1866-1944),+1866-03-04T00:00:00Z,+1944-12-05T00:00:00Z
Q3174989,Jean Veber,French painter (1864-1928),+1864-02-13T00:00:00Z,+1928-01-01T00:00:00Z
Q115862183,Émile-Hippolyte Ferrez,french artist,+1865-10-21T00:00:00Z,
Q108174889,Cécile Fée,French writer,+1799-01-21T00:00:00Z,+1840-01-05T00:00:00Z
Q3196037,Khalil Kalfat,Egyptian writer,+1942-11-26T00:00:00Z,+2015-11-09T00:00:00Z
Q6100827,Hristo Delchev,,+1939-01-22T00:00:00Z,
Q18436,Émile Boirac,"French philosopher, parapsychologist, promoter of Esperanto and writer",+1851-08-26T00:00:00Z,+1917-09-20T00:00:00Z
Q1035338,Henri de Boulainvilliers,"French historian, writer and noble",+1658-10-21T00:00:00Z,+1722-01-23T00:00:00Z
Q95323273,Peter Klier,,+1939-00-00T00:00:00Z,
Q1334593,Paul Brunton,British philosopher (1898-1981),+1898-10-21T00:00:00Z,+1981-07-27T00:00:00Z
Q862297,Bill Mauldin,American editorial cartoonist (1921-2003),+1921-10-29T00:00:00Z,+2003-01-22T00:00:00Z
Q317787,Ibn Hazm,"Andalusian Muslim polymath, historian, jurist, philosopher and theologian (994-1064)",+0994-11-07T00:00:00Z,+1064-08-15T00:00:00Z
Q28967722,Jacky Fleming,British cartoonist and illustrator,+1955-01-19T00:00:00Z,
Q4088747,Yevgeni Bobrov,Russian botanist (1902-1983),+1902-03-02T00:00:00Z,+1983-02-28T00:00:00Z
Q95820673,Pierre Portelette,,,
Q13105513,Émile Probst,"Luxembourgian publisher, draftsman, illustrator, caricaturist, graphic artist and stained glass artist",+1913-10-15T00:00:00Z,+2004-12-02T00:00:00Z
Q61413140,Francesco Egidi,"Italian professor, philologist, politician, author (1880-1969)",+1880-02-12T00:00:00Z,+1969-08-04T00:00:00Z
Q796587,Shams Tabrizi,spiritual instructor of Mewlānā Rumi,+1185-01-01T00:00:00Z,+1248-01-01T00:00:00Z
Q1678071,Jacques Ochs,Belgian artist and fencer (1883-1971),+1883-02-18T00:00:00Z,+1971-04-03T00:00:00Z
Q94908029,Albert Coinchon,french artist,+1845-07-01T00:00:00Z,+1871-01-19T00:00:00Z
Q112404749,Alan Lesyk,,+1944-00-00T00:00:00Z,
Q72913,Helene Stöcker,"German feminist, pacifist and gender activist",+1869-11-13T00:00:00Z,+1943-02-24T00:00:00Z
Q20768913,Sava Zlachkin,,+1882-12-24T00:00:00Z,+1930-00-00T00:00:00Z
Q28501419,Al-Muntanyisi,,+1086-12-22T00:00:00Z,+1174-01-08T00:00:00Z
Q794806,Péter Bihari,Hungarian philosopher,+1840-02-05T00:00:00Z,+1888-11-28T00:00:00Z
Q28526906,William Patrick McCord,herpetologist,+1950-12-03T00:00:00Z,
Q112475535,Roman Jurkas,,+1965-00-00T00:00:00Z,
Q37999160,Pierre Belleville,,+1924-02-06T00:00:00Z,+2010-01-13T00:00:00Z
Q95344,Ansgar Beckermann,German philosopher,+1945-01-01T00:00:00Z,
Q484795,Hong Yun-sung,"Korean Joseon Dynastys politicians, soldier",+1425-00-00T00:00:00Z,+1475-00-00T00:00:00Z
Q112373720,Zdeněk Beneš,,+1958-00-00T00:00:00Z,
Q5850751,Eulogio Tapia Olarte,"Peruvian intellectual, politician and lawyer (1916-1996)",+1916-00-00T00:00:00Z,+1996-10-27T00:00:00Z
Q12025503,Jiří Slíva,Czech poet and artist,+1947-07-04T00:00:00Z,
Q68935148,Marie Morel,cartoonist,,
Q762505,August Krohn,German philosopher,+1840-07-29T00:00:00Z,+1889-03-27T00:00:00Z
Q6244385,John Lee,"Scottish academic and polymath, Principal of the University of Edinburgh",+1779-11-22T00:00:00Z,+1859-05-02T00:00:00Z
Q23296626,Aarne Vahtra,,+1940-05-24T00:00:00Z,+2011-01-27T00:00:00Z
Q94809720,Finch Mason,,+1850-00-00T00:00:00Z,+1915-00-00T00:00:00Z
Q61446,Theodor Lessing,German philosopher,+1872-02-08T00:00:00Z,+1933-08-31T00:00:00Z
Q214375,Richard Hönigswald,Austrian-American philosopher,+1875-07-18T00:00:00Z,+1947-06-11T00:00:00Z
Q1560951,Günter Rohrmoser,German philosopher (1927-2008),+1927-11-29T00:00:00Z,+2008-09-15T00:00:00Z
Q263531,Leonard Trelawny Hobhouse,British sociologist (1864-1929),+1864-09-08T00:00:00Z,+1929-06-21T00:00:00Z
Q25742593,Onni Alhonen,Finnish painter (1897-1930),+1897-09-04T00:00:00Z,+1930-06-09T00:00:00Z
Q24232766,Rob Cowan,"British urbanist, writer, editor and cartoonist",+1950-11-20T00:00:00Z,
Q110146694,Victor B. D. Skerman,Bacterial taxonomist,+1921-02-04T00:00:00Z,+1993-11-05T00:00:00Z
Q97773337,Muhammad Itani,"Lebanese novelist, translator and literary critic",+1926-00-00T00:00:00Z,+1988-03-20T00:00:00Z
Q5018643,Calaway H. Dodson,"American botanist, orchidologist & taxonomist (1928-2020)",+1928-12-17T00:00:00Z,+2020-08-09T00:00:00Z
Q12260044,Iñaki Gil de San Vicente,,+1952-09-18T00:00:00Z,
Q93254188,V. A. Murthy,Indian arachnologist,+1936-04-10T00:00:00Z,
Q87479834,Otto Bromberger,,+1862-06-20T00:00:00Z,+1943-01-01T00:00:00Z
Q2883901,Barbara Baehr,German arachnologist working in Australia,+1953-02-25T00:00:00Z,
Q713554,Wang Su,Cao Wei state official and scholar (195–256),+0195-01-01T00:00:00Z,+0256-01-01T00:00:00Z
Q110628537,Khalid Gueddar,Moroccan journalist,+1975-03-09T00:00:00Z,
Q1352704,Michael of Cesena,Italian theologian,+1270-01-01T00:00:00Z,+1342-11-29T00:00:00Z
Q105566,Heinrich Rombach,German philosopher,+1923-06-10T00:00:00Z,+2004-02-05T00:00:00Z
Q95361554,Zdeněk Batal,,+1913-09-07T00:00:00Z,
Q109545,Wilhelm von Rath,German noble,+1585-01-01T00:00:00Z,+1641-04-27T00:00:00Z
Q2821530,Abel Quezada,Mexican caricaturist (1920-1991),+1920-12-13T00:00:00Z,+1991-02-28T00:00:00Z
Q45100231,Benoît du Peloux,,+1960-12-24T00:00:00Z,
Q108575225,Umberto Calamida,Italian painter (1896-1964),+1896-01-01T00:00:00Z,+1964-01-01T00:00:00Z
Q108197272,Temple West (Amateur caricaturist),"painter/draughtsman, amateur caricaturist",,
Q12211015,Khairy Alzahaby,Syrian novelist and thinker,+1946-01-11T00:00:00Z,+2022-07-04T00:00:00Z
Q925716,Olympiodorus the Elder,Neoplatonist philosopher,+0500-01-01T00:00:00Z,+0600-01-01T00:00:00Z
Q2428243,Thomas Wizany,Austrian architect,+1967-01-01T00:00:00Z,
Q63441529,Golnar Servatian,Iranian cartoonist and book illustrator,+1977-09-05T00:00:00Z,
Q655390,Fujiwara Seika,philosopher (1561-1619),+1561-02-08T00:00:00Z,+1619-10-19T00:00:00Z
Q907688,Vazul Dohovics,"Hungarian Greek-Catholic priest, philosopher",+1783-03-00T00:00:00Z,+1849-12-13T00:00:00Z
Q73210,Karl von Prantl,German philosopher and philologist (1820-1888),+1820-01-28T00:00:00Z,+1888-09-14T00:00:00Z
Q21504516,Elizabeth Acton,botanist ( - 1923),+1900-00-00T00:00:00Z,+1923-01-01T00:00:00Z
Q30611366,György Brenner,,+1939-07-24T00:00:00Z,+1993-01-28T00:00:00Z
Q6086006,Haslet Soyöz,,+1955-00-00T00:00:00Z,
Q16664704,Mirko Colak,Serbian comics artist,+1975-12-10T00:00:00Z,
Q989884,Logi Gunnarsson,Icelandic philosopher,+1963-01-01T00:00:00Z,
Q286232,Émile Meyerson,"Polish-born French epistemologist, chemist, and philosopher of science",+1859-02-12T00:00:00Z,+1933-11-02T00:00:00Z
Q21515813,Caleb Francis Hill,New Zealand-based mycologist and plant pathologist (1941-2009),+1941-01-22T00:00:00Z,+2009-08-17T00:00:00Z
Q77947,Ernst Meumann,"German psychologist, educationist and philosopher (1862–1915)",+1862-08-29T00:00:00Z,+1915-04-26T00:00:00Z
Q58242696,Paul Klenck,French caricaturist,+1844-01-01T00:00:00Z,+1927-01-01T00:00:00Z
Q449769,Jan Sokol,Czech philosopher (1936–2021),+1936-04-18T00:00:00Z,+2021-02-16T00:00:00Z
Q7373256,Roy Peterson,Canadian cartoonist,+1936-09-14T00:00:00Z,+2013-09-30T00:00:00Z
Q220313,Gemistus Pletho,Greek philosopher,+1355-01-01T00:00:00Z,+1452-06-26T00:00:00Z
Q94844665,Adolf Rummel,,+1872-00-00T00:00:00Z,+1943-00-00T00:00:00Z
Q4203096,Howard Samuel Irwin,American botanist and taxonomist (1928-2019),+1928-03-28T00:00:00Z,+2019-01-23T00:00:00Z
Q21390208,Michelle Kelly,New Zealand marine taxonomist,+1961-00-00T00:00:00Z,
Q12365558,Julius Gentalen,Estonian painter,+1903-01-18T00:00:00Z,+1966-06-22T00:00:00Z
Q32606779,Ferdinand Lunel,,+1857-09-08T00:00:00Z,+1949-07-04T00:00:00Z
Q3352348,Onaney Muñiz Gutiérrez,Cuban botanist (1937-2002),+1937-08-17T00:00:00Z,+2002-06-07T00:00:00Z
Q274667,Eliette Abécassis,French writer,+1969-01-27T00:00:00Z,
Q2644691,Alfred Beier-Red,,+1902-11-01T00:00:00Z,+2001-02-03T00:00:00Z
Q258358,Alva Noë,philosopher,+1964-01-01T00:00:00Z,
Q106411497,Carlo Filippo Aldrovandi Marescotti,ceramicist,+1763-07-26T00:00:00Z,+1823-01-01T00:00:00Z
Q21390121,Mark Norman Hutchinson,Australian herpetologist and palaeontologist,+2000-00-00T00:00:00Z,
Q3275709,Madeleine Patin,French writer,+1640-00-00T00:00:00Z,+1682-00-00T00:00:00Z
Q6047124,Emrah Ablak,,+1972-10-27T00:00:00Z,
Q94933206,Fritz Jansen,,+1892-00-00T00:00:00Z,+1974-00-00T00:00:00Z
Q123706,Jean Ziegler,Swiss sociologist,+1934-04-19T00:00:00Z,
Q75350,Lazarus Geiger,German Jewish philosopher and philologist (1829-1870),+1829-05-21T00:00:00Z,+1870-08-29T00:00:00Z
Q1682612,Jane Mansbridge,American political scientist,+1939-11-19T00:00:00Z,
Q18230,Andreas Paul Weber,"German lithographer, draftsman and painter (1893-1980)",+1893-11-01T00:00:00Z,+1980-11-09T00:00:00Z
Q1384730,František Xaver Naske,Czech painter (1884-1959),+1884-06-02T00:00:00Z,+1959-08-22T00:00:00Z
Q1621474,Qusta ibn Luqa,"Syrian Melkite Christian physician, philosopher, astronomer, mathematician and translator (820–912)",+0820-00-00T00:00:00Z,+0912-01-01T00:00:00Z
Q5968421,Anders Luxemburg,,+1697-00-00T00:00:00Z,+1744-00-00T00:00:00Z
Q1665854,María Luisa Escobar,"Venezuelan musicologist, pianist, composer, singer, and caricaturist",+1903-12-05T00:00:00Z,+1985-05-14T00:00:00Z
Q154545,Léopold Sédar Senghor,"first president of Senegal, poet, and cultural theorist (1906–2001)",+1906-10-09T00:00:00Z,+2001-12-20T00:00:00Z
Q15901863,John Edgar Ainsworth,American physicist (1920-2004),+1920-06-28T00:00:00Z,+2004-09-30T00:00:00Z
Q483181,Crown Prince Sohyeon,Korean crown prince (1612-1645),+1612-01-04T00:00:00Z,+1645-04-26T00:00:00Z
Q1225062,Siro the Epicurean,Roman philosopher,-0100-00-00T00:00:00Z,-0020-00-00T00:00:00Z
Q5956436,Bahman Abdi,,+1952-02-19T00:00:00Z,
Q26085238,Alain de Chambrier,Swiss parasitologist,+1950-04-20T00:00:00Z,
Q85022486,Blagoy Gruev,Bulgarian entomologist and zoogeographer (1936–2015),+1936-04-24T00:00:00Z,+2015-02-15T00:00:00Z
Q7151694,Paul Karasik,American cartoonist,+1956-01-01T00:00:00Z,
Q69631,Harald Weinrich,German classical scholar and linguist,+1927-09-24T00:00:00Z,+2022-02-27T00:00:00Z
Q7022871,Nguyen Manh Tuong,Vietnamese activist (1909-1997),+1909-09-16T00:00:00Z,+1997-06-13T00:00:00Z
